rank,query_id,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,feature_51,feature_52,feature_53,feature_54,feature_55,feature_56,feature_57,feature_58,feature_59,feature_60,feature_61,feature_62,feature_63,feature_64,feature_65,feature_66,feature_67,feature_68,feature_69,feature_70,feature_71,feature_72,feature_73,feature_74,feature_75,feature_76,feature_77,feature_78,feature_79,feature_80,feature_81,feature_82,feature_83,feature_84,feature_85,feature_86,feature_87,feature_88,feature_89,feature_90,feature_91,feature_92,feature_93,feature_94,feature_95,feature_96,feature_97,feature_98,feature_99,feature_100,feature_101,feature_102,feature_103,feature_104,feature_105,feature_106,feature_107,feature_108,feature_109,feature_110,feature_111,feature_112,feature_113,feature_114,feature_115,feature_116,feature_117,feature_118,feature_119,feature_120,feature_121,feature_122,feature_123,feature_124,feature_125,feature_126,feature_127,feature_128,feature_129,feature_130,feature_131,feature_132,feature_133,feature_134,feature_135,feature_136,feature_137,feature_138,feature_139,feature_140,feature_141,feature_142,feature_143
1,55,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.9946569071270992,1.0,206.0,0.0,9.0,6.0,221.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0009946569071270994,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,2.0,1989.3138142541986,0.0,0.0,0.0,1.5,0.25,0.0,0.0,0.0,0.25,0.014563,0.0,0.0,5.514598210994076,0.013575,0.004854,0.0,0.0,0.0,0.004525,0.009709,0.0,0.0,0.0,0.00905,0.007282,0.0,0.0,0.0,0,0,0.0,0.0,0.0,5e-06,17.064826,0.0,1,0.0,17.062018,7.271811,0.0,0.0,0.0,7.269997,9.793015,0.0,0.0,0.0,9.792021,8.532413,0.0,0.0,0.0,8.531009,1.589117,0.0,0.0,0.0,1.590151,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.0,0.942926,24.205896,0.0,0.0,0.0,23.960662,-11.595673,-15.180277,-17.438279,-17.625189,-11.736178,-14.680936,-20.472537,-20.723692,-21.250305,-14.694588,-10.173051,-16.027705,-18.11897,-18.367301,-10.313606,2.0,31.0,1519.0,0.0,153.0,5474.0,3.0,12.0,0.0,55.0,14.8916666666667,0.0,0.942927,0.0,0.0,0.006787,6e-06,3.0,1.5
2,55,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,0.9989075776703774,1.0,408.0,0.0,9.0,12.0,429.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0009989075776703775,0.0,2.0,2.0,15.0,5.0,0.0,1.0,1.0,7.0,6.0,0.0,1.0,1.0,8.0,1997.8151553407552,0.0,1.0,1.0,7.5,0.25,0.0,0.0,0.0,0.25,0.026961,0.0,0.222222,-0.04834563495857758,0.034965,0.012255,0.0,0.111111,0.083333,0.016317,0.014706,0.0,0.111111,0.083333,0.018648,0.01348,0.0,0.111111,0.083333,0,0,0.0,0.0,0.0,1e-06,68.113403,0.0,1,21.061016,92.432048,24.482537,0.0,8.981725,9.543088,34.272073,43.630866,0.0,11.22548,11.517928,58.159974,34.056702,0.0,10.103603,10.530508,46.216024,91.664623,0.0,1.258609,0.974999,142.657956,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.998187,33.64102,0.0,18.067388,17.158338,35.514535,-8.895401,-15.180277,-6.801966,-7.377481,-8.29393,-12.162987,-20.472537,-15.170615,-15.194076,-11.558755,-8.831855,-16.027705,-4.60515,-5.180521,-8.308131,3.0,64.0,1.0,1.0,267.0,6103.0,47.0,44.0,0.0,0.0,0.0,0.166667,0.996695,20.207206,1.0,0.017483,2e-06,11.0,5.5
0,55,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.5,1.0031582482136556,1.0,501.0,0.0,8.0,18.0,527.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010031582482136557,0.0,1.0,1.0,25.0,3.0,0.0,0.0,0.0,5.0,20.0,0.0,1.0,1.0,20.0,2006.3164964273114,0.0,0.5,0.5,12.5,72.25,0.0,0.25,0.25,56.25,0.045908,0.0,0.125,3.246749014515119,0.047438,0.005988,0.0,0.0,0.0,0.009488,0.03992,0.0,0.125,0.055556,0.037951,0.022954,0.0,0.0625,0.027778,0,0,0.0,0.003906,0.000772,0.000203,119.745582,0.0,1,11.517928,134.270193,21.815433,0.0,0.0,0.0,36.349984,97.930149,0.0,11.22548,11.517928,97.920209,59.872791,0.0,5.61274,5.758964,67.135097,1448.362512,0.0,31.502851,33.165667,947.723156,1.0,0.0,0.0,0.0,1.0,0,0.0,0.780802,0.770008,0.812446,32.028637,0.0,10.775249,7.07972,34.653888,-8.639971,-15.180277,-14.539501,-16.09723,-8.115481,-11.551497,-20.472537,-18.504436,-19.262741,-11.061737,-8.549504,-16.027705,-15.386834,-16.944575,-8.139874,10.0,113.0,0.0,16.0,124.0,35033.0,24.0,52.0,0.0,0.0,0.0,0.055556,0.725777,11.22548,0.5,0.023719,0.000288,23.0,11.5
2,55,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0074089187569337,1.0,332.0,0.0,2.0,10.0,344.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.001007408918756934,0.0,2.0,1.0,20.0,5.0,0.0,1.0,0.0,6.0,12.0,0.0,1.0,1.0,14.0,2014.817837513868,0.0,1.0,0.5,10.0,12.25,0.0,0.0,0.25,16.0,0.051205,0.0,1.0,7.559420985408705,0.05814,0.01506,0.0,0.5,0.0,0.017442,0.036145,0.0,0.5,0.1,0.040698,0.025602,0.0,0.5,0.05,0,0,0.0,0.0,0.0025,0.000135,95.117145,0.0,1,9.543088,112.164127,36.359055,0.0,8.981725,0.0,43.619981,58.75809,0.0,11.22548,9.543088,68.544146,47.558572,0.0,10.103603,4.771544,56.082064,125.429188,0.0,1.258609,22.76763,155.303508,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.638034,0.91658,35.674699,0.0,34.727772,8.72069,36.56668,-7.726498,-15.180277,-3.794145,-17.519808,-7.425503,-11.410529,-20.472537,-15.163634,-21.250305,-11.084933,-7.726571,-16.027705,-1.597011,-18.367301,-7.461121,2.0,64.0,0.0,0.0,210.0,19285.0,21.0,7.0,0.0,0.0,0.0,0.1,0.911437,20.207206,0.5,0.02907,0.000111,17.0,8.5
1,55,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.011659589300212,1.0,409.0,0.0,9.0,12.0,430.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010116595893002122,0.0,2.0,2.0,15.0,5.0,0.0,1.0,1.0,7.0,6.0,0.0,1.0,1.0,8.0,2023.3191786004243,0.0,1.0,1.0,7.5,0.25,0.0,0.0,0.0,0.25,0.026895,0.0,0.222222,6.606549264866924,0.034884,0.012225,0.0,0.111111,0.083333,0.016279,0.01467,0.0,0.111111,0.083333,0.018605,0.013447,0.0,0.111111,0.083333,0,0,0.0,0.0,0.0,1e-06,68.113403,0.0,1,21.061016,92.432048,24.482537,0.0,8.981725,9.543088,34.272073,43.630866,0.0,11.22548,11.517928,58.159974,34.056702,0.0,10.103603,10.530508,46.216024,91.664623,0.0,1.258609,0.974999,142.657956,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.998187,33.62957,0.0,18.067388,17.158338,35.505365,-8.900297,-15.180277,-6.801966,-7.377481,-8.298586,-12.163817,-20.472537,-15.170615,-15.194076,-11.559578,-8.83675,-16.027705,-4.60515,-5.180521,-8.312787,3.0,65.0,1.0,1.0,122.0,5722.0,56.0,49.0,0.0,0.0,0.0,0.166667,0.996695,20.207206,1.0,0.017442,1e-06,11.0,5.5
0,55,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.5,1.0159102598434901,1.0,351.0,0.0,6.0,4.0,361.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010159102598434903,0.0,1.0,1.0,44.0,18.0,0.0,0.0,0.0,18.0,24.0,0.0,1.0,1.0,26.0,2031.8205196869808,0.0,0.5,0.5,22.0,9.0,0.0,0.25,0.25,16.0,0.119658,0.0,0.166667,8.672865161022582,0.121884,0.051282,0.0,0.0,0.0,0.049861,0.068376,0.0,0.166667,0.25,0.072022,0.059829,0.0,0.083333,0.125,0,0,0.0,0.006944,0.015625,0.000123,262.660599,0.0,1,11.517928,277.148105,88.137134,0.0,0.0,0.0,88.128188,174.523464,0.0,11.22548,11.517928,189.019917,131.330299,0.0,5.61274,5.758964,138.574052,1865.649491,0.0,31.502851,33.165667,2544.785219,1.0,0.0,0.0,0.0,1.0,0,0.0,0.780802,0.770008,0.987775,40.050941,0.0,12.634467,16.575789,40.134924,-5.722264,-15.180277,-14.251828,-14.593191,-5.696097,-9.454295,-20.472537,-18.502443,-19.248817,-9.382762,-5.86382,-16.027705,-15.099152,-15.440499,-5.839959,2.0,19.0,0.0,0.0,256.0,28191.0,24.0,16.0,0.0,0.0,0.0,0.25,0.992191,11.22548,0.5,0.060942,7.3e-05,42.0,21.0
2,55,2.0,0.0,1.0,1.0,2.0,1.0,0.0,0.5,1.0201609303867685,1.0,297.0,0.0,5.0,9.0,311.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010201609303867685,0.0,1.0,1.0,22.0,2.0,0.0,0.0,0.0,2.0,18.0,0.0,1.0,1.0,20.0,2040.321860773537,0.0,0.5,0.5,11.0,64.0,0.0,0.25,0.25,81.0,0.06734,0.0,0.2,8.519240588082754,0.07074,0.006734,0.0,0.0,0.0,0.006431,0.060606,0.0,0.2,0.111111,0.064309,0.03367,0.0,0.1,0.055556,0,0,0.0,0.01,0.003086,0.000837,102.680756,0.0,1,9.543088,112.460203,14.543622,0.0,0.0,0.0,14.539994,88.137134,0.0,8.981725,9.543088,97.920209,51.340378,0.0,4.490863,4.771544,56.230101,1354.001268,0.0,20.167848,22.76763,1738.065086,1.0,0.0,0.0,0.0,1.0,0,0.0,0.624779,0.638034,0.674695,31.898,0.0,11.063566,9.28559,31.901197,-8.274105,-15.180277,-16.315972,-17.414468,-8.256838,-11.89145,-20.472537,-20.715727,-21.24931,-11.798482,-8.014604,-16.027705,-17.163475,-18.261941,-8.001367,3.0,44.0,0.0,0.0,222.0,14563.0,3.0,109.0,0.0,0.0,0.0,0.111111,0.686444,8.981725,0.5,0.03537,0.000726,20.0,10.0
2,55,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0244116009300466,1.0,383.0,0.0,8.0,7.0,398.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010244116009300466,0.0,2.0,2.0,10.0,3.0,0.0,1.0,1.0,5.0,3.0,0.0,1.0,1.0,5.0,2048.8232018600934,0.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.015666,0.0,0.25,4.280539812824271,0.025126,0.007833,0.0,0.125,0.142857,0.012563,0.007833,0.0,0.125,0.142857,0.012563,0.007833,0.0,0.125,0.142857,0,0,0.0,0.0,0.0,0.0,36.504955,0.0,1,21.061016,60.830036,14.689522,0.0,8.981725,9.543088,24.480052,21.815433,0.0,11.22548,11.517928,36.349984,18.252478,0.0,10.103603,10.530508,30.415018,12.694651,0.0,1.258609,0.974999,35.22382,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,1.0,28.909424,0.0,19.396736,23.542794,33.092527,-10.228339,-15.180277,-6.566448,-6.299604,-9.054641,-13.340026,-20.472537,-15.169619,-15.189099,-12.336936,-9.909246,-16.027705,-4.369586,-4.102534,-8.96455,3.0,33.0,0.0,0.0,695.0,41404.0,31.0,15.0,0.0,0.0,0.0,0.285714,1.0,20.207206,1.0,0.012563,0.0,6.0,3.0
3,55,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.028662271473325,1.0,330.0,0.0,4.0,5.0,339.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.001028662271473325,0.0,2.0,1.0,23.0,6.0,0.0,1.0,0.0,7.0,14.0,0.0,1.0,1.0,16.0,2057.32454294665,0.0,1.0,0.5,11.5,16.0,0.0,0.0,0.25,20.25,0.060606,0.0,0.5,6.969078862367974,0.067847,0.018182,0.0,0.25,0.0,0.020649,0.042424,0.0,0.25,0.2,0.047198,0.030303,0.0,0.25,0.1,0,0,0.0,0.0,0.01,0.000176,112.181971,0.0,1,9.543088,129.226145,43.630866,0.0,8.981725,0.0,50.889978,68.551105,0.0,11.22548,9.543088,78.336167,56.090985,0.0,10.103603,4.771544,64.613072,155.254572,0.0,1.258609,22.76763,188.323333,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.638034,0.920288,36.630431,0.0,27.486154,12.532983,37.324701,-7.342427,-15.180277,-5.180344,-16.826763,-7.083348,-11.072938,-20.472537,-15.165631,-21.245324,-10.793423,-7.378025,-16.027705,-2.983301,-17.674158,-7.144165,2.0,30.0,0.0,0.0,9370.0,4363.0,19.0,17.0,0.0,0.0,0.0,0.2,0.916579,20.207206,0.5,0.033923,0.000147,20.0,10.0
0,55,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.5,1.032912942016603,1.0,477.0,0.0,9.0,8.0,494.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010329129420166032,0.0,1.0,0.0,8.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0,0.0,7.0,2065.8258840332064,0.0,0.5,0.0,4.0,6.25,0.0,0.25,0.0,9.0,0.014675,0.0,0.111111,6.7762757796091355,0.016194,0.002096,0.0,0.0,0.0,0.002024,0.012579,0.0,0.111111,0.0,0.01417,0.007338,0.0,0.055556,0.0,0,0,0.0,0.003086,0.0,3.7e-05,48.527374,0.0,1,0.0,55.785988,4.896507,0.0,0.0,0.0,4.89601,43.630866,0.0,11.22548,0.0,50.889978,24.263687,0.0,5.61274,0.0,27.892994,375.087634,0.0,31.502851,0.0,528.861253,1.0,0.0,0.0,0.0,1.0,0,0.0,0.780802,0.0,0.878874,26.452854,0.0,10.036771,0.0,27.01528,-11.85934,-15.180277,-14.657279,-17.625189,-11.756363,-13.795808,-20.472537,-18.505432,-21.250305,-13.655623,-10.752858,-16.027705,-15.504616,-18.367301,-10.668713,2.0,52.0,3.0,0.0,8658.0,5643.0,4.0,5.0,0.0,0.0,0.0,0.0,0.886365,11.22548,0.0,0.008097,2.7e-05,7.0,3.5
2,55,2.0,0.0,1.0,0.0,2.0,1.0,0.0,0.5,1.0371636125598813,1.0,279.0,0.0,8.0,7.0,294.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010371636125598813,0.0,1.0,0.0,11.0,4.0,0.0,0.0,0.0,4.0,6.0,0.0,1.0,0.0,7.0,2074.3272251197627,0.0,0.5,0.0,5.5,1.0,0.0,0.25,0.0,2.25,0.035842,0.0,0.125,7.171900556451825,0.037415,0.014337,0.0,0.0,0.0,0.013605,0.021505,0.0,0.125,0.0,0.02381,0.017921,0.0,0.0625,0.0,0,0,0.0,0.003906,0.0,2.6e-05,58.466289,0.0,1,0.0,63.35206,29.087244,0.0,0.0,0.0,29.079987,29.379045,0.0,8.981725,0.0,34.272073,29.233144,0.0,4.490863,0.0,31.67603,0.021287,0.0,20.167848,0.0,6.739439,1.0,0.0,0.0,0.0,1.0,0,0.0,0.624779,0.0,0.962554,34.033534,0.0,8.621487,0.0,34.258817,-8.400283,-15.180277,-16.785847,-17.625189,-8.332244,-12.277183,-20.472537,-20.718718,-21.250305,-12.137186,-8.29497,-16.027705,-17.633473,-18.367301,-8.245566,4.0,45.0,0.0,0.0,541.0,36394.0,4.0,8.0,0.0,0.0,0.0,0.0,0.980497,8.981725,0.0,0.018707,1.3e-05,10.0,5.0
1,55,2.0,0.0,2.0,1.0,2.0,1.0,0.0,1.0,1.0414142831031594,1.0,163.0,0.0,8.0,9.0,180.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010414142831031595,0.0,3.0,1.0,17.0,6.0,0.0,1.0,0.0,7.0,7.0,0.0,2.0,1.0,10.0,2082.828566206319,0.0,1.5,0.5,8.5,0.25,0.0,0.25,0.25,2.25,0.079755,0.0,0.375,5.858812321886547,0.094444,0.03681,0.0,0.125,0.0,0.038889,0.042945,0.0,0.25,0.111111,0.055556,0.039877,0.0,0.1875,0.055556,0,0,0.0,0.003906,0.003086,6.9e-05,77.906418,0.0,1,9.543088,99.850082,34.275552,0.0,11.22548,0.0,48.960105,43.630866,0.0,17.963451,9.543088,50.889978,38.953209,0.0,14.594466,4.771544,49.925041,21.880474,0.0,11.350063,22.76763,0.931102,1.0,0.0,1.0,0.0,1.0,0,0.0,0.943603,0.638034,0.984997,37.361347,0.0,24.307058,9.28559,38.171999,-6.678946,-15.180277,-5.100405,-17.414468,-6.31514,-11.614322,-20.472537,-14.494443,-21.24931,-11.121052,-6.660493,-16.027705,-3.676447,-18.261941,-6.348093,5.0,46.0,0.0,3.0,203.0,17941.0,7.0,5.0,0.0,0.0,0.0,0.111111,0.997315,29.188931,0.5,0.047222,9e-06,13.0,6.5
1,55,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0456649536464375,1.0,79.0,0.0,2.0,8.0,89.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010456649536464378,0.0,0.0,1.0,6.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,1.0,4.0,2091.3299072928758,0.0,0.0,0.5,3.0,0.25,0.0,0.0,0.25,1.0,0.063291,0.0,0.0,6.1184633374473245,0.067416,0.025316,0.0,0.0,0.0,0.022472,0.037975,0.0,0.0,0.125,0.044944,0.031646,0.0,0.0,0.0625,0,0,0.0,0.0,0.003906,0.000126,29.233144,0.0,1,9.543088,34.124035,14.543622,0.0,0.0,0.0,14.539994,14.689522,0.0,0.0,9.543088,19.584042,14.616572,0.0,0.0,4.771544,17.062018,0.005322,0.0,0.0,22.76763,6.360606,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.638034,0.942926,32.85957,0.0,0.0,9.928743,33.343746,-7.643146,-15.180277,-17.438279,-17.296706,-7.520604,-13.47208,-20.472537,-20.723692,-21.248314,-13.197539,-7.157789,-16.027705,-18.11897,-18.144159,-7.108493,2.0,39.0,3.0,0.0,541.0,4093.0,65.0,186.0,0.0,0.0,0.0,0.125,0.980497,0.0,0.5,0.033708,4e-05,5.0,2.5
1,55,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.0499156241897158,1.0,461.0,0.0,3.0,5.0,469.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.001049915624189716,0.0,2.0,0.0,20.0,6.0,0.0,1.0,0.0,7.0,12.0,0.0,1.0,0.0,13.0,2099.831248379432,0.0,1.0,0.0,10.0,9.0,0.0,0.0,0.0,9.0,0.039046,0.0,0.666667,6.536059855699725,0.042644,0.013015,0.0,0.333333,0.0,0.014925,0.02603,0.0,0.333333,0.0,0.027719,0.019523,0.0,0.333333,0.0,0,0,0.0,0.0,0.0,4.1e-05,102.388956,0.0,1,0.0,114.538114,43.630866,0.0,8.981725,0.0,50.889978,58.75809,0.0,11.22548,0.0,63.648136,51.194478,0.0,10.103603,0.0,57.269057,57.208223,0.0,1.258609,0.0,40.692651,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.954244,35.189022,0.0,30.685506,0.0,35.968517,-8.173937,-15.180277,-4.605027,-17.625189,-7.950738,-11.335984,-20.472537,-15.164633,-21.250305,-11.108635,-8.200748,-16.027705,-2.407939,-18.367301,-8.000972,2.0,32.0,0.0,0.0,12503.0,14332.0,35.0,21.0,0.0,0.0,0.0,0.0,0.942927,20.207206,0.0,0.021322,4.2e-05,18.0,9.0
2,55,2.0,0.0,2.0,0.0,2.0,1.0,0.0,1.0,1.054166294732994,1.0,121.0,0.0,2.0,4.0,127.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010541662947329941,0.0,2.0,0.0,10.0,2.0,0.0,1.0,0.0,3.0,6.0,0.0,1.0,0.0,7.0,2108.3325894659883,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,4.0,0.066116,0.0,1.0,8.277978505647228,0.07874,0.016529,0.0,0.5,0.0,0.023622,0.049587,0.0,0.5,0.0,0.055118,0.033058,0.0,0.5,0.0,0,0,0.0,0.0,0.0,0.000248,43.922667,0.0,1,0.0,56.082064,14.543622,0.0,8.981725,0.0,21.80999,29.379045,0.0,11.22548,0.0,34.272073,21.961333,0.0,10.103603,0.0,28.041032,55.022442,0.0,1.258609,0.0,38.825877,1.0,0.0,1.0,0.0,1.0,0,0.0,1.0,0.0,0.91658,33.383981,0.0,34.727772,0.0,35.481764,-7.66135,-15.180277,-3.794145,-17.625189,-7.01478,-12.825935,-20.472537,-15.163634,-21.250305,-12.273466,-7.317339,-16.027705,-1.597011,-18.367301,-6.854524,3.0,28.0,1.0,1.0,16407.0,14332.0,141.0,103.0,0.0,0.0,0.0,0.0,0.868605,20.207206,0.0,0.03937,0.000273,8.0,4.0
2,55,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0584169652762723,1.0,281.0,0.0,5.0,6.0,292.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010584169652762723,0.0,2.0,2.0,34.0,12.0,0.0,1.0,1.0,14.0,18.0,0.0,1.0,1.0,20.0,2116.8339305525446,0.0,1.0,1.0,17.0,9.0,0.0,0.0,0.0,9.0,0.106762,0.0,0.4,7.909040528488321,0.116438,0.042705,0.0,0.2,0.166667,0.047945,0.064057,0.0,0.2,0.166667,0.068493,0.053381,0.0,0.2,0.166667,0,0,0.0,0.0,0.0,0.000106,175.398867,0.0,1,21.061016,199.700164,87.261732,0.0,8.981725,9.543088,97.920209,88.137134,0.0,11.22548,11.517928,101.779955,87.699433,0.0,10.103603,10.530508,99.850082,0.191582,0.0,1.258609,0.974999,3.72441,1.0,0.0,1.0,1.0,1.0,0,0.0,1.0,1.0,0.984997,39.269943,0.0,24.890958,25.435668,39.636899,-6.001085,-15.180277,-5.626583,-5.991326,-5.805534,-10.086872,-20.472537,-15.166629,-15.188103,-9.837262,-6.112112,-16.027705,-3.429586,-3.794233,-5.929402,2.0,33.0,0.0,0.0,1150.0,19209.0,5.0,61.0,0.0,0.0,0.0,0.333333,0.980497,20.207206,1.0,0.058219,0.000114,30.0,15.0
2,55,2.0,0.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0626676358195504,1.0,83.0,0.0,26.0,9.0,118.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010626676358195507,0.0,13.0,2.0,40.0,4.0,0.0,2.0,1.0,7.0,21.0,0.0,11.0,1.0,33.0,2125.3352716391014,0.0,6.5,1.0,20.0,72.25,0.0,20.25,0.0,169.0,0.301205,0.0,0.5,8.026289032174557,0.338983,0.048193,0.0,0.076923,0.111111,0.059322,0.253012,0.0,0.423077,0.111111,0.279661,0.150602,0.0,0.25,0.111111,0,0,0.0,0.029956,0.0,0.012137,131.913901,0.0,1,21.061016,212.458323,29.087244,0.0,22.45096,9.543088,50.889978,102.826657,0.0,98.79898,11.517928,161.568345,65.95695,0.0,60.62497,10.530508,106.229161,1359.375251,0.0,1457.25504,0.974999,3062.425258,1.0,0.0,1.0,1.0,1.0,0,0.0,0.782255,1.0,0.78213,38.249522,0.0,27.009674,20.492733,39.645292,-4.633094,-15.180277,-3.92166,-6.802186,-4.225722,-10.849595,-20.472537,-12.131291,-15.191091,-9.872358,-4.617573,-16.027705,-3.635864,-4.60516,-4.309662,2.0,44.0,402.0,0.0,221.0,8410.0,16.0,29.0,0.0,0.0,0.0,0.222222,0.763412,121.24994,1.0,0.169492,0.010488,25.0,12.5
1,55,2.0,1.0,1.0,1.0,2.0,1.0,0.5,0.5,1.0669183063628287,1.0,300.0,1.0,6.0,7.0,314.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.0010669183063628288,1.0,1.0,1.0,10.0,1.0,0.0,0.0,0.0,1.0,6.0,1.0,1.0,1.0,9.0,2133.8366127256577,0.5,0.5,0.5,5.0,6.25,0.25,0.25,0.25,16.0,0.023333,1.0,0.166667,6.21828272545845,0.031847,0.003333,0.0,0.0,0.0,0.003185,0.02,1.0,0.166667,0.142857,0.028662,0.011667,0.5,0.083333,0.071429,0,0,0.25,0.006944,0.005102,0.000162,48.527374,11.796608,1,11.517928,70.325982,4.896507,0.0,0.0,0.0,4.89601,43.630866,11.796608,11.22548,11.517928,65.429971,24.263687,5.898304,5.61274,5.758964,35.162991,375.087634,34.78999,31.502851,33.165667,916.0901,1.0,0.0,0.0,0.0,1.0,0,0.779174,0.780802,0.770008,0.868537,28.868539,20.013021,12.634467,12.875172,30.032924,-10.931872,-11.997927,-14.251828,-15.152799,-10.574479,-13.64753,-18.034334,-18.502443,-19.251809,-13.254578,-9.825811,-12.84523,-15.099152,-16.000115,-9.511541,3.0,43.0,5755.0,4.0,4487.0,11442.0,16.0,79.0,0.0,0.0,0.0,0.142857,0.886365,11.22548,0.5,0.015924,6.9e-05,7.0,3.5
1,55,2.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0711689769061068,1.0,401.0,0.0,15.0,4.0,420.0,12.168318,21.285397,20.207206,21.061016,12.166007,0.001071168976906107,0.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,2142.337953812214,0.0,0.0,0.5,1.5,0.0,0.0,0.0,0.25,0.25,0.004988,0.0,0.0,3.2346389213332234,0.007143,0.002494,0.0,0.0,0.0,0.002381,0.002494,0.0,0.0,0.25,0.004762,0.002494,0.0,0.0,0.125,0,0,0.0,0.0,0.015625,1e-06,12.168318,0.0,1,9.543088,17.062018,4.896507,0.0,0.0,0.0,7.269997,7.271811,0.0,0.0,9.543088,9.792021,6.084159,0.0,0.0,4.771544,8.531009,1.410517,0.0,0.0,22.76763,1.590151,1.0,0.0,0.0,0.0,1.0,0,0.0,0.0,0.638034,0.942926,17.293023,0.0,0.0,13.733738,20.071937,-14.380873,-15.180277,-17.438279,-16.60364,-13.017923,-15.52292,-20.472537,-20.723692,-21.244326,-14.866208,-12.197636,-16.027705,-18.11897,-17.451016,-11.597525,2.0,20.0,0.0,0.0,2057.0,23243.0,5.0,102.0,0.0,0.0,0.0,0.25,1.0,0.0,0.5,0.003571,0.0,2.0,1.0
